Date,Open,High,Low,Close,Adj Close,Volume
3/10/2015,206.710007,206.809998,204.929993,204.979996,186.664841,157121300
3/11/2015,205.289993,205.5,204.399994,204.5,186.227707,110145700
3/12/2015,205.259995,207.179993,205.199997,207.100006,188.595398,93993500
3/13/2015,206.770004,207.929993,204.580002,205.830002,187.438843,162410900
3/16/2015,206.710007,208.690002,205.860001,208.580002,189.943146,136099200
3/17/2015,207.690002,208.419998,206.979996,207.960007,189.378525,94510400
3/18/2015,207.389999,211.270004,206.619995,210.460007,191.655167,228808500
3/19/2015,209.960007,210.470001,209.029999,209.5,190.78093,117917300
3/20/2015,209.710007,211.020004,209.490005,210.410004,192.464966,177715100
3/23/2015,210.419998,211.110001,210,210,192.08992,71784500
3/24/2015,209.850006,210.399994,208.740005,208.820007,191.010544,77805300
3/25/2015,209.070007,209.350006,205.710007,205.759995,188.211533,159521700
3/26/2015,204.960007,206.369995,204.119995,205.270004,187.763306,153067200
3/27/2015,205.130005,205.949997,204.899994,205.740005,188.193222,118939000
3/30/2015,206.979996,208.610001,206.960007,208.25,190.489182,96180400
3/31/2015,207.259995,208.100006,206.360001,206.429993,188.824371,126768700
4/1/2015,206.389999,206.419998,204.509995,205.699997,188.156662,137303600
4/2/2015,205.619995,206.979996,205.399994,206.440002,188.833527,86900900
4/6/2015,205.369995,208.449997,205.210007,207.830002,190.10498,114368200
4/7/2015,207.860001,208.759995,207.240005,207.279999,189.601837,81236300
4/8/2015,207.550003,208.509995,207.080002,207.979996,190.242172,89351900
4/9/2015,207.779999,209.179993,207.190002,208.899994,191.083725,85548900
4/10/2015,209.199997,210.089996,208.960007,210.039993,192.12648,72722900
4/13/2015,209.869995,210.630005,209.029999,209.089996,191.257523,74436600
4/14/2015,208.850006,209.710007,208.100006,209.490005,191.623383,75099900
4/15/2015,210.050003,211.039993,209.949997,210.429993,192.483231,99529300
4/16/2015,210.029999,210.979996,209.789993,210.369995,192.428329,68934900
4/17/2015,208.940002,209.229996,207.009995,207.949997,190.214737,191113200
4/20/2015,209.059998,210.25,208.960007,209.850006,191.952713,92189500
4/21/2015,210.669998,210.860001,209.240005,209.600006,191.724014,72559800
4/22/2015,210.009995,210.850006,208.899994,210.630005,192.666229,78264600
4/23/2015,210.149994,211.940002,210.009995,211.160004,193.150986,102585900
4/24/2015,211.660004,211.970001,211.110001,211.649994,193.599228,61327400
4/27/2015,212.330002,212.479996,210.539993,210.770004,192.794235,79358100
4/28/2015,210.740005,211.5,209.330002,211.440002,193.407074,86863500
4/29/2015,210.369995,211.289993,209.600006,210.570007,192.611298,125684900
4/30/2015,209.880005,210.350006,207.619995,208.460007,190.681259,161304900
5/1/2015,209.399994,210.770004,209.279999,210.720001,192.748489,103399700
5/4/2015,211.229996,212.020004,211.100006,211.320007,193.297302,70927200
5/5/2015,211.029999,211.460007,208.729996,208.899994,191.083725,113326200
5/6/2015,209.559998,209.929993,206.759995,208.039993,190.297058,135060200
5/7/2015,207.919998,209.380005,207.520004,208.869995,191.056305,88244900
5/8/2015,210.880005,211.860001,210.779999,211.619995,193.571732,155877300
5/11/2015,211.570007,211.889999,210.520004,210.610001,192.647873,75708100
5/12/2015,209.610001,210.630005,208.619995,209.979996,192.071594,119727600
5/13/2015,210.470001,211.220001,209.740005,210.020004,192.108185,94667900
5/14/2015,211.240005,212.320007,210.910004,212.210007,194.111435,95934000
5/15/2015,212.440002,212.610001,211.860001,212.440002,194.321823,76510100
5/18/2015,212.240005,213.399994,212.160004,213.100006,194.925507,74549700
5/19/2015,213.240005,213.570007,212.690002,213.029999,194.861511,72114600
5/20/2015,213.149994,213.779999,212.5,212.880005,194.724274,76857500
5/21/2015,212.710007,213.75,212.509995,213.5,195.291428,64764600
5/22/2015,213.039993,213.539993,212.910004,212.990005,194.824875,57433500
5/26/2015,212.399994,212.910004,210.199997,210.699997,192.730194,124308600
5/27/2015,211.25,212.979996,210.759995,212.699997,194.559647,93214000
5/28/2015,212.330002,212.589996,211.630005,212.460007,194.340118,74974600
5/29/2015,212.380005,212.429993,210.820007,211.139999,193.132706,124919600
6/1/2015,211.940002,212.339996,210.619995,211.570007,193.526016,93338800
6/2/2015,211.020004,212.190002,210.270004,211.360001,193.333893,91531000
6/3/2015,212,212.669998,211.330002,211.919998,193.84613,87820900
6/4/2015,211.070007,211.860001,209.75,210.130005,192.208801,151882800
6/5/2015,209.949997,210.580002,208.979996,209.770004,191.879517,121704700
6/8/2015,209.639999,209.820007,208.389999,208.479996,190.699554,89063300
6/9/2015,208.449997,209.100006,207.690002,208.449997,190.672104,105034700
6/10/2015,209.369995,211.410004,209.300003,210.949997,192.958862,134551300
6/11/2015,211.479996,212.089996,211.199997,211.630005,193.580902,73876400
6/12/2015,210.639999,211.479996,209.679993,210.009995,192.099045,135382400
6/15/2015,208.639999,209.449997,207.789993,209.110001,191.275818,124384200
6/16/2015,208.929993,210.350006,208.720001,210.25,192.318588,85308200
6/17/2015,210.589996,211.320007,209.360001,210.589996,192.629578,126708600
6/18/2015,211.309998,213.339996,210.630005,212.779999,194.632813,165867900
6/19/2015,211.460007,211.550003,210.360001,210.809998,193.768784,130478700
6/22/2015,211.910004,212.589996,211.639999,211.889999,194.76149,70696000
6/23/2015,212.139999,212.440002,211.570007,212.039993,194.899384,68476800
6/24/2015,211.720001,212.169998,210.470001,210.5,193.483856,92307300
6/25/2015,211.100006,211.25,209.770004,209.860001,192.895615,97107400
6/26/2015,210.289993,210.580002,209.160004,209.820007,192.85881,104174800
6/29/2015,208.050003,209.830002,205.330002,205.419998,188.814545,202621300
6/30/2015,207.259995,207.320007,205.279999,205.850006,189.209732,182925100
7/1/2015,207.729996,208.029999,206.559998,207.5,190.726379,135979900
7/2/2015,208.070007,208.270004,206.809998,207.309998,190.551727,104373700
7/6/2015,205.770004,207.649994,205.529999,206.720001,190.009445,117975400
7/7/2015,206.960007,208.169998,204.110001,208.020004,191.204346,173820200
7/8/2015,206.419998,206.759995,204.25,204.529999,187.99646,164020100
7/9/2015,207.039993,207.350006,204.770004,204.899994,188.336548,144113100
7/10/2015,207.289993,207.979996,204.949997,207.479996,190.707993,129456900
7/13/2015,208.990005,209.899994,208.940002,209.770004,192.812866,106069400
7/14/2015,209.720001,211.050003,209.649994,210.679993,193.649307,81709600
7/15/2015,210.729996,211.279999,210.039993,210.610001,193.584961,97914100
7/16/2015,211.869995,212.300003,211.580002,212.300003,195.138367,106683300
7/17/2015,212.289993,212.550003,211.800003,212.479996,195.303818,89030000
7/20/2015,212.75,213.179993,212.210007,212.589996,195.404892,70446800
7/21/2015,212.429993,212.740005,211.389999,211.75,194.632813,77965000
7/22/2015,210.929993,211.770004,210.889999,211.369995,194.283524,88667900
7/23/2015,211.529999,211.649994,209.75,210.179993,193.189728,90509100
7/24/2015,210.300003,210.369995,207.600006,208,191.185959,117755000
7/27/2015,206.940002,207.550003,206.259995,206.789993,190.073746,132361100
7/28/2015,207.789993,209.5,206.800003,209.330002,192.408463,123544800
7/29/2015,209.479996,211.039993,209.309998,210.770004,193.732025,105791300
7/30/2015,210.160004,211.020004,209.419998,210.820007,193.777985,91304400
7/31/2015,211.419998,211.449997,210.160004,210.5,193.483856,103266900
8/3/2015,210.460007,210.529999,208.649994,209.789993,192.831238,113965700
8/4/2015,209.699997,210.25,208.800003,209.380005,192.454407,81820800
8/5/2015,210.449997,211.309998,209.729996,210.070007,193.088623,85786800
8/6/2015,210.289993,210.419998,207.649994,208.350006,191.507675,116030800
8/7/2015,208.160004,208.339996,206.869995,207.949997,191.139984,117858000
8/10/2015,209.279999,210.669998,209.279999,210.570007,193.548203,80270700
8/11/2015,208.970001,209.470001,207.759995,208.669998,191.801773,126081400
8/12/2015,207.110001,209.139999,205.360001,208.919998,192.03154,172123700
8/13/2015,208.729996,209.550003,208.009995,208.660004,191.792603,89383300
8/14/2015,208.429993,209.509995,208.259995,209.419998,192.491165,72786500
8/17/2015,208.710007,210.589996,208.160004,210.589996,193.566574,79072600
8/18/2015,210.259995,210.679993,209.699997,209.979996,193.005875,71692700
8/19/2015,209.089996,210.009995,207.350006,208.320007,191.480087,172946000
8/20/2015,206.509995,208.289993,203.899994,203.970001,187.48172,194327900
8/21/2015,201.729996,203.940002,197.520004,197.830002,181.838058,346588500
8/24/2015,187.490005,197.479996,182.399994,189.5,174.181427,507244300
8/25/2015,195.429993,195.449997,186.919998,187.270004,172.131683,369833100
8/26/2015,192.080002,194.789993,188.369995,194.460007,178.740494,339257000
8/27/2015,197.020004,199.419998,195.210007,199.270004,183.161667,274143900
8/28/2015,198.5,199.839996,197.919998,199.279999,183.170853,160414400
8/31/2015,198.110001,199.130005,197.009995,197.669998,181.690979,163298800
9/1/2015,193.119995,194.770004,190.729996,191.770004,176.267929,256000400
9/2/2015,194.619995,195.460007,192.419998,195.410004,179.613708,160269300
9/3/2015,196.259995,198.050003,194.960007,195.550003,179.742371,152087800
9/4/2015,192.850006,193.860001,191.610001,192.589996,177.021652,207081000
9/8/2015,195.940002,197.610001,195.169998,197.429993,181.470367,116025700
9/9/2015,199.320007,199.470001,194.350006,194.789993,179.043808,149347700
9/10/2015,194.559998,197.220001,194.25,195.850006,180.018127,158611100
9/11/2015,195.380005,196.820007,194.529999,196.740005,180.836166,119691200
9/14/2015,196.949997,197.009995,195.429993,196.009995,180.165146,79452000
9/15/2015,196.610001,198.990005,195.960007,198.460007,182.41713,113806200
9/16/2015,198.820007,200.410004,198.410004,200.179993,183.998047,99581600
9/17/2015,200.020004,202.889999,199.279999,199.729996,183.584412,276046600
9/18/2015,195.710007,198.679993,194.960007,195.449997,180.584396,223657500
9/21/2015,196.440002,197.679993,195.210007,196.460007,181.517624,105726200
9/22/2015,193.880005,194.460007,192.559998,193.910004,179.161591,153890900
9/23/2015,194.110001,194.669998,192.910004,193.600006,178.875137,92790600
9/24/2015,192.149994,193.449997,190.559998,192.899994,178.228378,159378800
9/25/2015,194.639999,195,191.809998,192.850006,178.182159,155054800
9/28/2015,191.779999,191.910004,187.639999,188.009995,173.710297,178515900
9/29/2015,188.270004,189.740005,186.929993,188.119995,173.811935,159045600
9/30/2015,190.369995,191.830002,189.440002,191.630005,177.054947,163452000
10/1/2015,192.080002,192.490005,189.820007,192.130005,177.516953,131079000
10/2/2015,189.770004,195.029999,189.119995,195,180.168625,211003300
10/5/2015,196.460007,198.740005,196.330002,198.470001,183.374741,126320800
10/6/2015,198.309998,198.979996,197,197.789993,182.746445,110274500
10/7/2015,198.899994,199.830002,197.479996,199.410004,184.243225,124307300
10/8/2015,198.949997,201.550003,198.589996,201.210007,185.906342,153055200
10/9/2015,201.380005,201.899994,200.580002,201.330002,186.017181,107069200
10/12/2015,201.419998,201.759995,200.910004,201.520004,186.192734,56395600
10/13/2015,200.649994,202.160004,200.050003,200.25,185.019318,88038700
10/14/2015,200.179993,200.869995,198.940002,199.289993,184.132355,99106200
10/15/2015,200.080002,202.360001,199.639999,202.350006,186.959579,134142200
10/16/2015,202.830002,203.289993,201.919998,203.270004,187.809647,114580100
10/19/2015,202.5,203.369995,202.130005,203.369995,187.902008,76523900
10/20/2015,202.850006,203.839996,202.550003,203.110001,187.661804,78448500
10/21/2015,203.610001,203.789993,201.649994,201.850006,186.497681,102038000
10/22/2015,202.979996,205.509995,201.850006,205.259995,189.648315,174911700
10/23/2015,207.25,207.949997,206.300003,207.509995,191.727112,144442300
10/26/2015,207.300003,207.369995,206.559998,207,191.255951,69033000
10/27/2015,206.199997,207,205.789993,206.600006,190.886353,77905800
10/28/2015,207,208.979996,206.210007,208.949997,193.057648,135906700
10/29/2015,208.350006,209.270004,208.210007,208.830002,192.946762,90525500
10/30/2015,209.059998,209.440002,207.740005,207.929993,192.115219,131076900
11/2/2015,208.320007,210.619995,208.169998,210.389999,194.388138,86270800
11/3/2015,209.970001,211.660004,209.699997,211,194.951706,95246100
11/4/2015,211.350006,211.5,209.720001,210.360001,194.360397,96224500
11/5/2015,210.429993,210.979996,209.089996,210.149994,194.166336,78408700
11/6/2015,209.740005,210.320007,208.460007,210.039993,194.064713,110471500
11/9/2015,209.309998,209.490005,206.949997,208.080002,192.253845,131008700
11/10/2015,207.509995,208.600006,207.190002,208.559998,192.697327,75874600
11/11/2015,208.880005,208.940002,207.660004,207.740005,191.939682,67846000
11/12/2015,206.5,207.059998,204.820007,204.839996,189.260223,121315200
11/13/2015,204.350006,204.669998,202.440002,202.539993,187.135162,153577100
11/16/2015,202.320007,205.690002,202.179993,205.619995,189.980911,117645200
11/17/2015,205.990005,207.039993,204.880005,205.470001,189.842331,121123700
11/18/2015,206.039993,208.899994,205.990005,208.729996,192.854355,121342500
11/19/2015,208.589996,209.050003,208.199997,208.550003,192.68808,88220500
11/20/2015,209.449997,210.119995,208.860001,209.309998,193.390228,94011500
11/23/2015,209.380005,209.979996,208.520004,209.070007,193.168472,64931200
11/24/2015,207.869995,209.830002,207.410004,209.350006,193.427216,98874400
11/25/2015,209.5,209.740005,209.009995,209.320007,193.399475,51980100
11/27/2015,209.429993,209.800003,208.860001,209.559998,193.621246,37317800
11/30/2015,209.75,209.889999,208.559998,208.690002,192.817383,112822700
12/1/2015,209.440002,210.820007,209.110001,210.679993,194.656052,97858400
12/2/2015,210.619995,211,208.229996,208.529999,192.669586,108441300
12/3/2015,208.830002,209.149994,204.75,205.610001,189.971664,166224200
12/4/2015,205.610001,209.970001,205.610001,209.619995,193.676666,192913900
12/7/2015,209.229996,209.729996,207.199997,208.350006,192.503281,102027100
12/8/2015,206.490005,208.289993,205.779999,206.949997,191.209747,103372400
12/9/2015,206.190002,208.679993,204.179993,205.339996,189.722168,162401500
12/10/2015,205.419998,207.429993,205.139999,205.869995,190.211914,116128900
12/11/2015,203.350006,204.139999,201.509995,201.880005,186.525375,211173300
12/14/2015,202.070007,203.050003,199.949997,202.899994,187.467789,182385200
12/15/2015,204.699997,206.110001,202.869995,205.029999,189.435806,154069600
12/16/2015,206.369995,208.389999,204.800003,208.029999,192.207596,197017000
12/17/2015,208.399994,208.479996,204.839996,204.860001,189.278732,173092500
12/18/2015,202.770004,202.929993,199.830002,200.020004,185.906708,251393500
12/21/2015,201.410004,201.880005,200.089996,201.669998,187.440247,99094300
12/22/2015,202.720001,203.850006,201.550003,203.5,189.141174,111026200
12/23/2015,204.690002,206.070007,204.580002,206.020004,191.483383,110987200
12/24/2015,205.720001,206.330002,205.419998,205.679993,191.167328,48539600
12/28/2015,204.860001,205.259995,203.940002,205.210007,190.730499,65899900
12/29/2015,206.509995,207.789993,206.470001,207.399994,192.765976,92640700
12/30/2015,207.110001,207.210007,205.759995,205.929993,191.399689,63317700
12/31/2015,205.130005,205.889999,203.869995,203.869995,189.485062,114877900
1/4/2016,200.490005,201.029999,198.589996,201.020004,186.836166,222353500
1/5/2016,201.399994,201.899994,200.050003,201.360001,187.152161,110845800
1/6/2016,198.339996,200.059998,197.600006,198.820007,184.791367,152112600
1/7/2016,195.330002,197.440002,193.589996,194.050003,180.357925,213436100
1/8/2016,195.190002,195.850006,191.580002,191.919998,178.378235,209817200
1/11/2016,193.009995,193.410004,189.820007,192.110001,178.55481,187941300
1/12/2016,193.820007,194.550003,191.139999,193.660004,179.995468,172330500
1/13/2016,194.449997,194.860001,188.380005,188.830002,175.506287,221168900
1/14/2016,189.550003,193.259995,187.660004,191.929993,178.387497,240795600
1/15/2016,186.770004,188.759995,185.520004,187.809998,174.558228,324846400
1/19/2016,189.960007,190.110001,186.199997,188.059998,174.790604,195244400
1/20/2016,185.029999,187.5,181.020004,185.649994,172.550629,286547800
1/21/2016,186.210007,188.869995,184.639999,186.690002,173.517273,195772900
1/22/2016,189.779999,190.759995,188.880005,190.520004,177.077026,168319600
1/25/2016,189.919998,190.149994,187.410004,187.639999,174.400223,130371700
1/26/2016,188.419998,190.529999,188.020004,190.199997,176.779572,141036800
1/27/2016,189.580002,191.559998,187.059998,188.130005,174.855652,185681700
1/28/2016,189.960007,190.199997,187.160004,189.110001,175.766525,143798800
1/29/2016,190.020004,193.880005,189.880005,193.720001,180.051224,210529300
2/1/2016,192.529999,194.580002,191.839996,193.649994,179.98613,136061600
2/2/2016,191.960007,191.970001,189.539993,190.160004,176.742401,182564900
2/3/2016,191.410004,191.779999,187.100006,191.300003,177.801987,205054900
2/4/2016,190.710007,192.75,189.960007,191.600006,178.080811,139531800
2/5/2016,190.990005,191.669998,187.199997,187.949997,174.688339,180788300
2/8/2016,185.770004,186.119995,182.800003,185.419998,172.336868,191526700
2/9/2016,183.360001,186.940002,183.199997,185.429993,172.346191,184513100
2/10/2016,186.410004,188.339996,185.119995,185.270004,172.197433,148214100
2/11/2016,182.339996,184.100006,181.089996,182.860001,169.957489,219058900
2/12/2016,184.960007,186.649994,183.960007,186.630005,173.461502,127632400
2/16/2016,188.770004,189.809998,187.630005,189.779999,176.389206,120250700
2/17/2016,191.160004,193.320007,191.009995,192.880005,179.270493,136009500
2/18/2016,193.199997,193.270004,191.720001,192.089996,178.536209,102343000
2/19/2016,191.169998,192.179993,190.449997,192,178.452576,114793000
2/22/2016,193.869995,194.949997,193.789993,194.779999,181.036469,103640300
2/23/2016,194,194.320007,192.179993,192.320007,178.749985,111455300
2/24/2016,190.630005,193.529999,189.320007,193.199997,179.567886,150812200
2/25/2016,193.729996,195.550003,192.830002,195.539993,181.742798,110728300
2/26/2016,196.570007,196.679993,194.899994,195.089996,181.32457,129833700
2/29/2016,195.110001,196.229996,193.330002,193.559998,179.902512,125918100
3/1/2016,195.009995,198.210007,194.449997,198.110001,184.13147,141799700
3/2/2016,197.740005,199.059998,197.25,199,184.958694,102415000
3/3/2016,198.789993,199.800003,198.110001,199.779999,185.683624,95172200
3/4/2016,200.009995,201.350006,199.029999,200.429993,186.28775,129293600
3/7/2016,199.339996,201.070007,199.25,200.589996,186.436478,100219000
3/8/2016,199.320007,199.919998,198.210007,198.399994,184.401001,123974900
3/9/2016,199.360001,199.789993,198.429993,199.380005,185.311874,94801200
3/10/2016,199.960007,201.070007,197.380005,199.539993,185.460571,156838700
3/11/2016,201.259995,202.809998,199.520004,202.759995,188.453369,137964500
3/14/2016,202.160004,203.039993,201.770004,202.5,188.211685,73612000
3/15/2016,201.360001,202.529999,201.050003,202.169998,187.904999,93169100
3/16/2016,201.600006,203.820007,201.550003,203.339996,188.992462,129303200
3/17/2016,203.240005,205.229996,202.770004,204.630005,190.191422,134278500
3/18/2016,204.169998,204.779999,203.800003,204.380005,190.938797,138372400
3/21/2016,204.070007,204.940002,203.800003,204.669998,191.209732,72926700
3/22/2016,203.759995,205.229996,203.570007,204.559998,191.106964,97471900
3/23/2016,204.110001,204.330002,203.009995,203.210007,189.845779,81052500
3/24/2016,202,203.160004,201.740005,203.119995,189.761673,84360900
3/28/2016,203.610001,203.860001,202.710007,203.240005,189.873795,62408200
3/29/2016,202.759995,205.25,202.399994,205.119995,191.630142,92922900
3/30/2016,206.300003,206.869995,205.589996,206.020004,192.470947,86365300
3/31/2016,205.910004,206.410004,205.330002,205.520004,192.00386,94584100
4/1/2016,204.350006,207.139999,203.979996,206.919998,193.311768,114423500
4/4/2016,206.830002,207.070007,205.889999,206.25,192.685791,63497000
4/5/2016,204.669998,206.259995,203.889999,204.190002,190.761322,99662200
4/6/2016,204.190002,206.490005,203.979996,206.419998,192.84462,91839800
4/7/2016,205.139999,205.559998,203.089996,203.949997,190.537079,113859000
4/8/2016,205.339996,205.850006,203.869995,204.5,191.050934,95040600
4/11/2016,205.25,206.070007,203.910004,204.020004,190.602493,83757500
4/12/2016,204.220001,206.25,203.699997,205.919998,192.377548,115350600
4/13/2016,207,208.100006,206.839996,208,194.320755,96336400
4/14/2016,208.070007,208.600006,207.600006,208.009995,194.330063,65212900
4/15/2016,208.009995,208.169998,207.399994,207.779999,194.115204,75761600
4/18/2016,207.779999,209.279999,207,209.240005,195.479187,82531000
4/19/2016,209.740005,210.199997,208.940002,209.899994,196.095764,88316100
4/20/2016,209.949997,210.919998,209.389999,210.100006,196.282654,81100300
4/21/2016,210.119995,210.25,208.649994,208.970001,195.226944,85695000
4/22/2016,208.550003,209.289993,207.910004,208.970001,195.226944,99251700
4/25/2016,208.259995,208.660004,207.539993,208.610001,194.89064,66166500
4/26/2016,209.039993,209.520004,208.360001,208.919998,195.180206,75864200
4/27/2016,208.470001,209.809998,208.050003,209.350006,195.58194,77329400
4/28/2016,208.460007,209.759995,206.960007,207.449997,193.8069,97216200
